Email,First Name,Last Name,Company,Department,Team,Captain
rparbrook2s@yellowpages.com,Rochester,Parbrook,Group 6,Sales,Portugal,True
vshalloe9d@slideshare.net,Verla,Shalloe,Group 6,Dev,Windows B,False
akinforthcx@angelfire.com,Alana,Kinforth,Group 6,Dev,CRUD A,False
emullen70@163.com,Ettore,Mullen,Group 6,Dev,Back-end A,False
ajacobsen63@miitbeian.gov.cn,Alex,Jacobsen,Group 6,Dev,Linux A,False
riacovone37@upenn.edu,Rickie,Iacovone,Group 6,Sales,Peru,False
kburnet88@fc2.com,Kerr,Burnet,Group 6,Sales,Panama,False
fhallowesb5@umich.edu,Fremont,Hallowes,Group 6,Sales,Canada,False
rsuggett8p@g.co,Rafaela,Suggett,Group 6,Sales,Mexico,False
elodevick18@pbs.org,Elnore,Lodevick,Group 6,Sales,USA,False
tsummerliec1@nytimes.com,Toby,Summerlie,Group 6,Sales,Bolivia,False
mpadgintoncd@quantcast.com,Martita,Padginton,Group 6,Back-office,HR,False
