Email,First Name,Last Name,Company,Department,Team,Captain
rpymaraz@ucla.edu,Rance,Pymar,Group 30,Sales,Colombia,True
mbalasin14@nationalgeographic.com,Mar,Balasin,Group 30,Dev,Windows B,False
nricciardi7g@sogou.com,Nola,Ricciardi,Group 30,Dev,Back-end B,False
vboribala2@geocities.com,Viviyan,Boribal,Group 30,Dev,Back-end A,False
jogelbe95@irs.gov,Jordan,Ogelbe,Group 30,Dev,API A,False
iionnisianb7@liveinternet.ru,Irma,Ionnisian,Group 30,Sales,Peru,False
cpochon6e@liveinternet.ru,Channa,Pochon,Group 30,Sales,Panama,False
jarnefield1f@bbb.org,Jasper,Arnefield,Group 30,Sales,Canada,False
clesslie3e@aol.com,Caty,Lesslie,Group 30,Sales,Brazil,False
rchanning79@pinterest.com,Rosanna,Channing,Group 30,Sales,Portugal,False
kpopov84@tripadvisor.com,Karyn,Popov,Group 30,Sales,Argentina,False
apenvardenab@who.int,Anthe,Penvarden,Group 30,Back-office,Legal,False
