Email,First Name,Last Name,Company,Department,Team,Captain
llevane3h@so-net.ne.jp,Lavinie,Levane,Group 7,Sales,Panama,True
bbantoncr@cdbaby.com,Babbie,Banton,Group 7,Dev,Windows B,False
tidiens7r@skyrock.com,Tracee,Idiens,Group 7,Dev,Mobile B,False
epestor6j@java.com,El,Pestor,Group 7,Dev,Back-end A,False
serridgeai@ehow.com,Stephi,Erridge,Group 7,Dev,API A,False
zperrie7x@mediafire.com,Zandra,Perrie,Group 7,Sales,Peru,False
dfitzsymon4f@archive.org,Dulciana,Fitzsymon,Group 7,Sales,Australia,False
bmayesu@prweb.com,Blair,Mayes,Group 7,Sales,Canada,False
mship7v@marriott.com,Melessa,Ship,Group 7,Sales,Brazil,False
pconrard3b@posterous.com,Prent,Conrard,Group 7,Sales,USA,False
gyabsley9t@cyberchimps.com,Giffy,Yabsley,Group 7,Sales,Bolivia,False
awickham11@technorati.com,Allegra,Wickham,Group 7,Back-office,Legal,False
